         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 async_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _constrained_layout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 trace_rules.py:3158(_builtin_function_ids)
     1220    0.000    0.000    0.001    0.000 contextlib.py:446(__exit__)
        3    0.000    0.000    0.001    0.000 {built-in method _warnings.warn}
      811    0.000    0.000    0.001    0.000 pathlib.py:52(_ignore_error)
      944    0.000    0.000    0.001    0.000 wrappers.py:290(<genexpr>)
        2    0.000    0.000    0.001    0.000 __init__.py:522(_get_config_or_cache_dir)
        1    0.000    0.000    0.001    0.001 input_types.py:41(UpsertModelInput)
        1    0.000    0.000    0.001    0.001 MaskColor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1058(source_to_code)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.001    0.001 nodes.py:105(Node)
        1    0.000    0.000    0.001    0.001 ImageFile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 run_submit_tool_outputs_params.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util.py:614(TraversableIterableObj)
        1    0.000    0.000    0.001    0.001 logger.py:18(warn)
      150    0.000    0.000    0.001    0.000 grad_mode.py:80(__enter__)
        1    0.000    0.000    0.001    0.001 cond.py:48(__init__)
        1    0.000    0.000    0.001    0.001 wbnetrc.py:1(<module>)
      148    0.000    0.000    0.001    0.000 parser.py:90(skip)
      147    0.000    0.000    0.001    0.000 TiffTags.py:35(__new__)
        2    0.000    0.000    0.001    0.000 optimizer.py:737(pack_group)
        1    0.000    0.000    0.001    0.001 _debug_utils.py:22(SimpleProfiler)
        8    0.000    0.000    0.001    0.000 gettext.py:479(find)
        1    0.000    0.000    0.001    0.001 guards.py:3089(PyExprCSEPass)
        1    0.000    0.000    0.001    0.001 InvertColors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _flat_param.py:104(HandleShardingStrategy)
       49    0.000    0.000    0.001    0.000 core.py:137(get_object_signature)
       25    0.000    0.000    0.001    0.000 parser.py:273(parse_node)
        1    0.000    0.000    0.001    0.001 ordinals.py:1(<module>)
        1    0.000    0.000    0.001    0.001 util.py:368(Traversable)
        1    0.000    0.000    0.001    0.001 asyncio_manager.py:1(<module>)
        1    0.000    0.000    0.001    0.001 std.py:663(__new__)
        3    0.000    0.000    0.001    0.000 decorators.py:123(sympify_method_args)
        1    0.000    0.000    0.001    0.001 inline_skill_param.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rest_asyncio.py:51(AsyncOperationsRestTransport)
        1    0.000    0.000    0.001    0.001 socketserver.py:1(<module>)
        1    0.000    0.000    0.001    0.001 chat_completion_function_tool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 output_graph.py:2932(SubgraphTracer)
        1    0.000    0.000    0.001    0.001 runtime_utils.py:1(<module>)
        2    0.000    0.000    0.001    0.000 rsa.py:1(<module>)
        1    0.000    0.000    0.001    0.001 graph_module.py:458(GraphModule)
        1    0.000    0.000    0.001    0.001 certificate_transparency.py:1(<module>)
        2    0.000    0.000    0.001    0.000 wandb_base_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fsdp.py:1(<module>)
  335/301    0.000    0.000    0.001    0.000 builder.py:34(BuildNestedDescriptors)
        1    0.000    0.000    0.001    0.001 response_output_refusal.py:1(<module>)
        1    0.000    0.000    0.001    0.001 static_file_chunking_strategy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 comptime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 registry.py:19(RegistryData)
        1    0.000    0.000    0.001    0.001 rest.py:61(TextToSpeechRestInterceptor)
       89    0.000    0.000    0.001    0.000 utils.py:61(reverse_dict)
        1    0.000    0.000    0.001    0.001 MasksAnd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lowrank_multivariate_normal.py:1(<module>)
     1078    0.000    0.000    0.001    0.000 __init__.py:42(<lambda>)
        6    0.000    0.000    0.001    0.000 printer.py:424(decorator)
        2    0.000    0.000    0.001    0.000 wandb_config.py:187(update)
       32    0.000    0.000    0.001    0.000 _internal.py:983(_setup_handlers)
      690    0.000    0.000    0.001    0.000 _mathtext_data.py:1724(<genexpr>)
        1    0.000    0.000    0.001    0.001 container_network_policy_domain_secret.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
       85    0.000    0.000    0.001    0.000 _decorators.py:814(count_positional_required_params)
        2    0.000    0.000    0.001    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.001    0.001 chat_completion_content_part_text.py:1(<module>)
        3    0.000    0.000    0.001    0.000 mixins.py:1(<module>)
        2    0.000    0.000    0.001    0.000 determinant.py:1(<module>)
       10    0.000    0.000    0.001    0.000 __init__.py:165(is_available)
      149    0.000    0.000    0.001    0.000 <frozen _collections_abc>:892(__iter__)
       12    0.000    0.000    0.001    0.000 std.py:1446(format_dict)
        1    0.000    0.000    0.001    0.001 iter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 url_safe.py:1(<module>)
        2    0.000    0.000    0.001    0.000 wandb_config.py:175(_update)
   131/92    0.001    0.000    0.001    0.000 fake_impls.py:128(contains_tensor_types)
        1    0.000    0.000    0.001    0.001 debug_prims.py:1(<module>)
      548    0.000    0.000    0.001    0.000 _tensor_docs.py:9(add_docstr_all)
        3    0.000    0.000    0.001    0.000 __init__.py:620(get_device_properties)
      276    0.000    0.000    0.001    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.001    0.001 local_skill.py:1(<module>)
        1    0.000    0.000    0.001    0.001 response_conversation_param.py:1(<module>)
        1    0.000    0.000    0.001    0.001 overlapping_fields_can_be_merged.py:1(<module>)
       24    0.000    0.000    0.001    0.000 parser.py:270(parse_block_node_or_indentless_sequence)
       16    0.000    0.000    0.001    0.000 trace_rules.py:3349(_strip_init_py)
       72    0.000    0.000    0.001    0.000 module.py:937(compute_should_use_set_data)
      743    0.001    0.000    0.001    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.001    0.001 stateless.py:1(<module>)
        1    0.000    0.000    0.001    0.001 Painting.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tool_choice_types.py:1(<module>)
        6    0.000    0.000    0.001    0.000 printer.py:392(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:845(copy)
      129    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 web_search_tool_param.py:1(<module>)
      807    0.000    0.000    0.001    0.000 __init__.py:701(_get)
        1    0.000    0.000    0.001    0.001 _socket.py:55(sock_opt)
        8    0.000    0.000    0.001    0.000 colors.py:2563(make_norm_from_scale)
        1    0.000    0.000    0.001    0.001 moderation.py:13(Categories)
        1    0.000    0.000    0.001    0.001 jobs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _transform.py:1(<module>)
       62    0.000    0.000    0.001    0.000 wandb_run.py:374(_log_to_run)
      310    0.000    0.000    0.001    0.000 enum.py:985(_find_data_repr_)
        2    0.000    0.000    0.001    0.000 optimizer.py:1098(add_param_group)
        1    0.000    0.000    0.001    0.001 dataclasses.py:1(<module>)
     1191    0.000    0.000    0.001    0.000 libintmath.py:91(python_bitcount)
       64    0.000    0.000    0.001    0.000 registration.py:432(_check_spec_register)
        1    0.000    0.000    0.001    0.001 message_factory.py:1(<module>)
       23    0.000    0.000    0.001    0.000 functools.py:803(singledispatch)
        1    0.000    0.000    0.001    0.001 _base_server.py:1(<module>)
      141    0.000    0.000    0.001    0.000 core_schema.py:3195(model_schema)
       40    0.000    0.000    0.001    0.000 core.py:2735(__init__)
        1    0.000    0.000    0.001    0.001 SlideIn.py:1(<module>)
        1    0.000    0.000    0.001    0.001 directives.py:1(<module>)
        4    0.000    0.000    0.001    0.000 shapes.py:96(__init__)
      423    0.001    0.000    0.001    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _qs.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _tools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
       24    0.000    0.000    0.001    0.000 rules.py:769(_parts)
       26    0.000    0.000    0.000    0.000 _mangling.py:47(is_mangled)
       23    0.000    0.000    0.000    0.000 _generate_schema.py:1364(_literal_schema)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
      184    0.000    0.000    0.000    0.000 colors.py:815(__copy__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BlackAndWhite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:99(_showwarnmsg)
      141    0.000    0.000    0.000    0.000 core_schema.py:3120(model_fields_schema)
       26    0.000    0.000    0.000    0.000 _sources.py:88(__init__)
       36    0.000    0.000    0.000    0.000 __init__.py:50(modules_filter)
       47    0.000    0.000    0.000    0.000 _ufuncs.py:289(deco_unary_ufunc)
     1299    0.000    0.000    0.000    0.000 __init__.py:681(_set)
        1    0.000    0.000    0.000    0.000 backend_registry.py:1(<module>)
      373    0.000    0.000    0.000    0.000 registration.py:154(add)
        3    0.000    0.000    0.000    0.000 operations.py:1(<module>)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
        1    0.000    0.000    0.000    0.000 status_pb2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cache.py:1(<module>)
      618    0.000    0.000    0.000    0.000 _model_construction.py:291(__prepare__)
        1    0.000    0.000    0.000    0.000 pagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assistant_tool_choice_function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.000    0.000 space_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 wandb_config.py:257(_sanitize_dict)
        1    0.000    0.000    0.000    0.000 text_encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 video_create_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 add.py:1(<module>)
        1    0.000    0.000    0.000    0.000 easy_input_message.py:12(EasyInputMessage)
       46    0.000    0.000    0.000    0.000 _decorators.py:704(ensure_classmethod_based_on_signature)
       39    0.000    0.000    0.000    0.000 __init__.py:1126(__init__)
        1    0.000    0.000    0.000    0.000 stream.py:1(<module>)
        2    0.000    0.000    0.000    0.000 normalization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wb_local_artifact_handler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:7065(__init__)
      225    0.000    0.000    0.000    0.000 _generate_schema.py:691(_add_js_function)
        2    0.000    0.000    0.000    0.000 quant_type.py:1(<module>)
        2    0.000    0.000    0.000    0.000 traverse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 other_file_chunking_strategy_object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 apply_patch_tool.py:1(<module>)
        3    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response_format_text_config_param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wandb_setup.py:92(__init__)
        1    0.000    0.000    0.000    0.000 MasksOr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 MirrorY.py:1(<module>)
      306    0.000    0.000    0.000    0.000 results.py:182(__new__)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1821(update_from_system_settings)
      387    0.000    0.000    0.000    0.000 textwrap.py:482(prefixed_lines)
       80    0.000    0.000    0.000    0.000 __init__.py:728(search)
      340    0.000    0.000    0.000    0.000 parameter.py:21(__instancecheck__)
        1    0.000    0.000    0.000    0.000 _monitor.py:30(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1548(find_distributions)
       26    0.000    0.000    0.000    0.000 _sources.py:38(normalize_source_lines)
        2    0.000    0.000    0.000    0.000 visitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 package.py:1151(cache_dir)
        1    0.000    0.000    0.000    0.000 artist.py:1407(ArtistInspector)
        1    0.000    0.000    0.000    0.000 response_format_json_schema.py:13(JSONSchema)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
      285    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       48    0.000    0.000    0.000    0.000 _generate_schema.py:987(_get_first_arg_or_any)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:1(<module>)
       67    0.000    0.000    0.000    0.000 {method '__typing_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 compiled_autograd.py:285(AutogradCompilerInstance)
        1    0.000    0.000    0.000    0.000 interpreter.py:54(Interpreter)
