         37994448 function calls (37476797 primitive calls) in 57.476 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:611(DistributionFinder)
        5    0.000    0.000    0.000    0.000 inverselaplace.py:668(__init__)
        4    0.000    0.000    0.000    0.000 coroutines.py:32(iscoroutine)
       46    0.000    0.000    0.000    0.000 logic.py:92(fuzzy_bool)
        1    0.000    0.000    0.000    0.000 certificate_transparency.py:11(LogEntryType)
        1    0.000    0.000    0.000    0.000 nodes.py:739(_FilterTestCommon)
        1    0.000    0.000    0.000    0.000 art3d.py:225(Line3D)
        8    0.000    0.000    0.000    0.000 __init__.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 current_scope_id.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vex_types.py:180(Color)
        1    0.000    0.000    0.000    0.000 security.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core_schema.py:3905(url_schema)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
        1    0.000    0.000    0.000    0.000 macros.py:237(RandomStream)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:23(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 vectorize_observation.py:98(VectorizeTransformObservation)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1572(atanh)
       59    0.000    0.000    0.000    0.000 _strutils.py:17(nameof)
        1    0.000    0.000    0.000    0.000 nn_module.py:975(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1768(timespec)
       12    0.000    0.000    0.000    0.000 utils.py:108(__init__)
       92    0.000    0.000    0.000    0.000 {built-in method math.log}
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.000    0.000 tableform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ops.py:258(HigherOrderOperator)
        1    0.000    0.000    0.000    0.000 fields.py:105(FieldInfo)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 error_functions.py:2383(fresnels)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x721e49d522a0}
        1    0.000    0.000    0.000    0.000 distro.py:667(__init__)
        1    0.000    0.000    0.000    0.000 subfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auto_functionalize.py:71(AsStridedViewInfo)
        1    0.000    0.000    0.000    0.000 _serialization.py:16(PBES)
        1    0.000    0.000    0.000    0.000 serving.py:158(WSGIRequestHandler)
      125    0.000    0.000    0.000    0.000 custom_ops.py:402(register_fake)
       10    0.000    0.000    0.000    0.000 eval_frame.py:614(innermost_fn)
       32    0.000    0.000    0.000    0.000 decorators.py:202(wrapper)
        1    0.000    0.000    0.000    0.000 record_constructor.py:1(<module>)
       37    0.000    0.000    0.000    0.000 numeric.py:1964(isscalar)
        1    0.000    0.000    0.000    0.000 ezpickle.py:1(<module>)
       95    0.000    0.000    0.000    0.000 _inspect.py:132(strseq)
       24    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:2743(Placeholder)
        1    0.000    0.000    0.000    0.000 factorials.py:285(subfactorial)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1384(acosh)
        1    0.000    0.000    0.000    0.000 version.py:161(Version)
        1    0.000    0.000    0.000    0.000 registration.py:489(_find_spec)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:61(ImageDraw)
        1    0.000    0.000    0.000    0.000 getpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 orthopolys.py:1(<module>)
      276    0.000    0.000    0.000    0.000 {built-in method _operator.eq}
        1    0.000    0.000    0.000    0.000 numpy.py:37(NumPyPrinter)
        2    0.000    0.000    0.000    0.000 wandb_config.py:300(_raise_value_error_on_nested_artifact)
        1    0.000    0.000    0.000    0.000 conv.py:1619(LazyConv3d)
        1    0.000    0.000    0.000    0.000 gui.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 pycode.py:79(AbstractPythonCodePrinter)
        1    0.000    0.000    0.000    0.000 guards.py:977(GuardManagerType)
        2    0.000    0.000    0.000    0.000 utils.py:22(__call__)
        1    0.000    0.000    0.000    0.000 _linalg.py:106(EighResult)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        1    0.000    0.000    0.000    0.000 parser.py:147(any)
        1    0.000    0.000    0.000    0.000 conv_fused.py:602(ConvBn2d)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3190(min)
        1    0.000    0.000    0.000    0.000 find_file_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _composable_state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache_control.py:157(RequestCacheControl)
        1    0.000    0.000    0.000    0.000 rszeta.py:1(<module>)
       43    0.000    0.000    0.000    0.000 dispatcher.py:120(register)
        1    0.000    0.000    0.000    0.000 timeit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:397(TagBytes)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:299(VecAMX)
        1    0.000    0.000    0.000    0.000 file_structure_representation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eval_frame.py:2501(skip_code)
        1    0.000    0.000    0.000    0.000 socket.py:653(socketpair)
        1    0.000    0.000    0.000    0.000 vex_types.py:76(TurnType)
        1    0.000    0.000    0.000    0.000 printer.py:285(_PrinterTerm)
        2    0.000    0.000    0.000    0.000 cli.py:380(with_appcontext)
        1    0.000    0.000    0.000    0.000 vex_types.py:121(TimeUnits)
        2    0.000    0.000    0.000    0.000 realfield.py:121(dtype)
       58    0.000    0.000    0.000    0.000 multiarray.py:1106(copyto)
        1    0.000    0.000    0.000    0.000 inspect.py:3133(_bind)
       40    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
        1    0.000    0.000    0.000    0.000 function.py:818(DefinedFunction)
        1    0.000    0.000    0.000    0.000 mem.py:1(<module>)
       58    0.000    0.000    0.000    0.000 core.py:4602(<genexpr>)
        4    0.000    0.000    0.000    0.000 basic.py:135(_get_postprocessors)
       10    0.000    0.000    0.000    0.000 base.py:486(signal)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:128(Blend)
        2    0.000    0.000    0.000    0.000 ctx_mp_python.py:368(__new__)
        2    0.000    0.000    0.000    0.000 core.py:1826(__init__)
        1    0.000    0.000    0.000    0.000 _base_client.py:171(BasePage)
        1    0.000    0.000    0.000    0.000 registration.py:74(EnvSpec)
       56    0.000    0.000    0.000    0.000 __init__.py:539(_make_elementwise_unary_reference)
        1    0.000    0.000    0.000    0.000 exponential.py:607(log)
        1    0.000    0.000    0.000    0.000 _linalg.py:118(SVDResult)
        1    0.000    0.000    0.000    0.000 features.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base_client.py:1440(AsyncAPIClient)
        1    0.000    0.000    0.000    0.000 _fields.py:56(_general_metadata_cls)
        1    0.000    0.000    0.000    0.000 wandb_run.py:141(TeardownStage)
        1    0.000    0.000    0.000    0.000 _digraph.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:384(SIGNEDNESS)
       37    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 compiler.py:105(CUDAOptions)
        1    0.000    0.000    0.000    0.000 collections.py:1502(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:12(GradScaler)
        1    0.000    0.000    0.000    0.000 batch_norm_replacement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 path_viewer.py:37(PathViewState)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
        4    0.000    0.000    0.000    0.000 _common.py:41(decorator_sharded_func)
        1    0.000    0.000    0.000    0.000 cpu_vec_isa.py:194(VecAVX512)
        1    0.000    0.000    0.000    0.000 git_reference.py:19(ReferenceType)
        1    0.000    0.000    0.000    0.000 series_class.py:11(SeriesBase)
        1    0.000    0.000    0.000    0.000 core.py:3892(__init__)
        1    0.000    0.000    0.000    0.000 model.py:481(DeviceCheckType)
        1    0.000    0.000    0.000    0.000 summary_record.py:1(<module>)
        1    0.000    0.000    0.000    0.000 activation.py:1702(Softmin)
        1    0.000    0.000    0.000    0.000 _proxy.py:10(LazyProxy)
        1    0.000    0.000    0.000    0.000 printer.py:115(Printer)
      161    0.000    0.000    0.000    0.000 core.py:1954(leave_whitespace)
        1    0.000    0.000    0.000    0.000 weave.py:1(<module>)
        4    0.000    0.000    0.000    0.000 symbolic_opset9.py:1981(wrap_logical_op_with_negation)
       18    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 base.py:152(Version)
        1    0.000    0.000    0.000    0.000 response_apply_patch_tool_call_output.py:11(ResponseApplyPatchToolCallOutput)
      109    0.000    0.000    0.000    0.000 _utils.py:319(__init__)
       43    0.000    0.000    0.000    0.000 errors.py:90(__init__)
       72    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 passive_env_checker.py:21(_check_box_observation_space)
       15    0.000    0.000    0.000    0.000 proxy.py:799(_define_reflectable)
        1    0.000    0.000    0.000    0.000 response_computer_tool_call_output_item.py:12(AcknowledgedSafetyCheck)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lazy_import.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _data_parallel_utils.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 mock.py:1728(patch)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:153(sinh)
        1    0.000    0.000    0.000    0.000 _utilities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cache_dir_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 app.py:81(Flask)
        1    0.000    0.000    0.000    0.000 response_content_part_added_event.py:14(PartReasoningText)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:365(cosh)
       28    0.000    0.000    0.000    0.000 config.py:89(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageSequenceClip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:345(TestCase)
        1    0.000    0.000    0.000    0.000 tool_choice_function.py:10(ToolChoiceFunction)
      102    0.000    0.000    0.000    0.000 exceptions.py:52(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:568(parser)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
       97    0.000    0.000    0.000    0.000 core.py:6813(<genexpr>)
        1    0.000    0.000    0.000    0.000 syntax_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signal_handling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wandb_settings.py:1609(_start_datetime)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3246(acsc)
        1    0.000    0.000    0.000    0.000 effects.py:7(EffectType)
        1    0.000    0.000    0.000    0.000 ssh.py:887(SSHCertificateType)
       11    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 particle_model.py:319(LandmarkModel)
        1    0.000    0.000    0.000    0.000 retry_unary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 termcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vectorize_action.py:99(VectorizeTransformAction)
        1    0.000    0.000    0.000    0.000 _signature.py:1(<module>)
        3    0.000    0.000    0.000    0.000 symbolic_helper.py:1902(_reduce_with_dtype_helper)
        2    0.000    0.000    0.000    0.000 version.py:8(get_version)
        1    0.000    0.000    0.000    0.000 boolalg.py:1286(Equivalent)
        3    0.000    0.000    0.000    0.000 __init__.py:509(PYFUNCTYPE)
        6    0.000    0.000    0.000    0.000 _jit_internal.py:1043(get_class_name_lineno)
       30    0.000    0.000    0.000    0.000 binary.py:170(_torch_inplace_binary)
        3    0.000    0.000    0.000    0.000 reader.py:146(update)
        8    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 functions.py:2588(DynamoTritonHOPifier)
        1    0.000    0.000    0.000    0.000 patches.py:1127(Polygon)
        1    0.000    0.000    0.000    0.000 glob_group.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:662(Macro)
       37    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 build_client_schema.py:1(<module>)
       34    0.000    0.000    0.000    0.000 __init__.py:982(setLevel)
       25    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 wandb_reference.py:13(ReferenceType)
        1    0.000    0.000    0.000    0.000 optimizer.py:503(profile_hook_step)
       42    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:847(SchemaDefinition)
        5    0.000    0.000    0.000    0.000 core.py:802(add_parse_action)
        1    0.000    0.000    0.000    0.000 nodes.py:817(Call)
       89    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
        1    0.000    0.000    0.000    0.000 pgo.py:205(AutoUnset)
        1    0.000    0.000    0.000    0.000 trigonometric.py:915(tan)
        1    0.000    0.000    0.000    0.000 response_compaction_item.py:11(ResponseCompactionItem)
        2    0.000    0.000    0.000    0.000 parser.py:70(__init__)
        1    0.000    0.000    0.000    0.000 response_format_text_grammar.py:10(ResponseFormatTextGrammar)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1894(_split_scope_id)
        1    0.000    0.000    0.000    0.000 trigonometric.py:553(cos)
        1    0.000    0.000    0.000    0.000 mock.py:1348(__call__)
        1    0.000    0.000    0.000    0.000 default_ordered_dict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:943(SSLSocket)
        1    0.000    0.000    0.000    0.000 storage.py:41(_StorageBase)
       10    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 plugin.py:1(<module>)
       24    0.000    0.000    0.000    0.000 pickletools.py:193(__init__)
        1    0.000    0.000    0.000    0.000 core.py:816(add_condition)
        2    0.000    0.000    0.000    0.000 utils.py:28(cached_property)
       95    0.000    0.000    0.000    0.000 __init__.py:185(keys)
        2    0.000    0.000    0.000    0.000 tasks.py:412(create_task)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:310(wrapper)
        9    0.000    0.000    0.000    0.000 deprecation.py:174(finalize)
       78    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
       32    0.000    0.000    0.000    0.000 enum.py:827(__members__)
       38    0.000    0.000    0.000    0.000 _generate_schema.py:373(_types_namespace)
      149    0.000    0.000    0.000    0.000 __init__.py:247(<genexpr>)
        1    0.000    0.000    0.000    0.000 boolalg.py:972(Xor)
        1    0.000    0.000    0.000    0.000 _mode_utils.py:1(<module>)
       84    0.000    0.000    0.000    0.000 functional_validators.py:495(<genexpr>)
        7    0.000    0.000    0.000    0.000 core_schema.py:3433(dataclass_schema)
       25    0.000    0.000    0.000    0.000 platform.py:896(uname)
        1    0.000    0.000    0.000    0.000 v1_compat.py:165(V1Mixin)
        1    0.000    0.000    0.000    0.000 compiler.py:150(CUDABackend)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:153(__new__)
        2    0.000    0.000    0.000    0.000 env.py:235(get_http_timeout)
       20    0.000    0.000    0.000    0.000 core.py:346(_unwrap_if_constexpr)
        1    0.000    0.000    0.000    0.000 triton_kernel_wrap.py:1953(TracingTritonHOPifier)
      367    0.000    0.000    0.000    0.000 extensions.py:1869(<lambda>)
        1    0.000    0.000    0.000    0.000 image.py:233(_ImageBase)
        7    0.000    0.000    0.000    0.000 core.py:2587(_decorator)
        1    0.000    0.000    0.000    0.000 functions.py:906(LocalGeneratorObjectVariable)
       69    0.000    0.000    0.000    0.000 __init__.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 trigonometric.py:1255(cot)
        1    0.000    0.000    0.000    0.000 domainelement.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:326(__del__)
       85    0.000    0.000    0.000    0.000 core.py:2191(streamline)
        1    0.000    0.000    0.000    0.000 __init__.py:253(MaxLen)
        1    0.000    0.000    0.000    0.000 quiver.py:277(QuiverKey)
       37    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 rref.py:1(<module>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:291(validate_color_or_inherit)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 output_graph.py:2914(LazyProxy)
        1    0.000    0.000    0.000    0.000 _remove_effect_tokens_pass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:202(OffsetBox)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1735(DUP_Flint)
        1    0.000    0.000    0.000    0.000 trigonometric.py:2110(asin)
        1    0.000    0.000    0.000    0.000 timeutils.py:37(__do_timings)
        1    0.000    0.000    0.000    0.000 capped_dict.py:1(<module>)
       13    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 unicode.py:236(Japanese)
      131    0.000    0.000    0.000    0.000 utils.py:29(__init__)
        1    0.000    0.000    0.000    0.000 vex_types.py:107(DriveVelocityUnits)
        4    0.000    0.000    0.000    0.000 registration.py:16(register_prop_rule)
        1    0.000    0.000    0.000    0.000 bessel.py:1546(airybi)
        1    0.000    0.000    0.000    0.000 multidimensional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extensions.py:1090(TLSFeatureType)
        1    0.000    0.000    0.000    0.000 lazyloader.py:1(<module>)
      336    0.000    0.000    0.000    0.000 inspect.py:608(<lambda>)
        1    0.000    0.000    0.000    0.000 staging.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:91(wrap)
        1    0.000    0.000    0.000    0.000 error_functions.py:288(erfc)
        1    0.000    0.000    0.000    0.000 mock.py:1292(_patch)
        1    0.000    0.000    0.000    0.000 visualization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:359(fetch_stream_start)
        1    0.000    0.000    0.000    0.000 message_listener.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method torch._C._nn._parse_to}
        5    0.000    0.000    0.000    0.000 quadrature.py:461(__init__)
        1    0.000    0.000    0.000    0.000 promise_list.py:1(<module>)
       53    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 snapshot_service.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _size_docs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:317(_logged_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:1153(LocalTensorMode)
        1    0.000    0.000    0.000    0.000 _base_client.py:843(SyncAPIClient)
      122    0.000    0.000    0.000    0.000 core.py:2732(__getnewargs__)
        2    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 _generate_schema.py:1770(_iterable_schema)
       60    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
      161    0.000    0.000    0.000    0.000 util.py:238(_escape_re_range_char)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:824(coth)
        1    0.000    0.000    0.000    0.000 appellseqs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:288(Wrapper)
       15    0.000    0.000    0.000    0.000 math.py:35(_decorator)
        1    0.000    0.000    0.000    0.000 patches.py:1962(Circle)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        1    0.000    0.000    0.000    0.000 imshow_window.py:16(ImshowWindow)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2957(__new__)
        1    0.000    0.000    0.000    0.000 line_series.py:1(<module>)
       11    0.000    0.000    0.000    0.000 core_schema.py:945(bytes_schema)
      109    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 __init__.py:214(CudnnModule)
        1    0.000    0.000    0.000    0.000 output_graph.py:380(StackLocalsMetadata)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container_create_response.py:11(ExpiresAfter)
        1    0.000    0.000    0.000    0.000 container_retrieve_response.py:11(ExpiresAfter)
        1    0.000    0.000    0.000    0.000 _collective_utils.py:235(MeshTopoInfo)
       37    0.000    0.000    0.000    0.000 typing_objects.py:537(is_deprecated)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeprinter.py:53(CodePrinter)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
        1    0.000    0.000    0.000    0.000 hints.py:32(TileHint)
        1    0.000    0.000    0.000    0.000 bccache.py:103(BytecodeCache)
        1    0.000    0.000    0.000    0.000 loss.py:1372(MultiLabelSoftMarginLoss)
       55    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 matcher.py:20(State)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
       14    0.000    0.000    0.000    0.000 functions.py:1361(OpaqueUnaryFn)
      129    0.000    0.000    0.000    0.000 _pytree.py:787(_list_flatten)
        6    0.000    0.000    0.000    0.000 numbers.py:3598(__hash__)
        1    0.000    0.000    0.000    0.000 wire_format.py:1(<module>)
        5    0.000    0.000    0.000    0.000 fake_tensor.py:156(ordered_set)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 transformer.py:58(Transformer)
        1    0.000    0.000    0.000    0.000 cpp_message.py:1(<module>)
        1    0.000    0.000    0.000    0.000 epathtools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_prop.py:91(ShapeProp)
        1    0.000    0.000    0.000    0.000 functools.py:932(__init__)
        4    0.000    0.000    0.000    0.000 core.py:350(serialize_option)
       20    0.000    0.000    0.000    0.000 parser.py:111(split_opt)
        1    0.000    0.000    0.000    0.000 _asymmetric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_functions.py:482(erfi)
       18    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 rendering.py:389(close)
        1    0.000    0.000    0.000    0.000 located_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kine.py:7(Joint)
        1    0.000    0.000    0.000    0.000 singularityfunctions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:220(__neg__)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
      4/3    0.000    0.000    0.000    0.000 cmd.py:1494(_unpack_args)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.000    0.000 base_events.py:408(BaseEventLoop)
       23    0.000    0.000    0.000    0.000 overrides.py:175(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 riccati.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _generate_schema.py:2106(_unsubstituted_typevar_schema)
        1    0.000    0.000    0.000    0.000 _client.py:461(AsyncOpenAI)
        2    0.000    0.000    0.000    0.000 multidimensional.py:93(__call__)
      169    0.000    0.000    0.000    0.000 enum.py:941(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:39(Response)
       30    0.000    0.000    0.000    0.000 getlimits.py:722(max)
       12    0.000    0.000    0.000    0.000 contextlib.py:477(_exit_wrapper)
        1    0.000    0.000    0.000    0.000 knobs.py:461(runtime_knobs)
      109    0.000    0.000    0.000    0.000 _generate_schema.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 polyclasses.py:1236(DMP_Python)
       26    0.000    0.000    0.000    0.000 _generate_schema.py:981(<genexpr>)
        1    0.000    0.000    0.000    0.000 _definitions.py:8(get_platform)
        1    0.000    0.000    0.000    0.000 response_apply_patch_tool_call.py:18(OperationCreateFile)
        1    0.000    0.000    0.000    0.000 basic.py:2233(Atom)
        1    0.000    0.000    0.000    0.000 differentiation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 names.py:1(<module>)
       64    0.000    0.000    0.000    0.000 registration.py:285(get_env_id)
        1    0.000    0.000    0.000    0.000 _internals.py:1(<module>)
       12    0.000    0.000    0.000    0.000 std.py:167(colour)
       40    0.000    0.000    0.000    0.000 libmpf.py:208(_normalize1)
       16    0.000    0.000    0.000    0.000 weakref.py:194(get)
        3    0.000    0.000    0.000    0.000 six.py:96(__get__)
       11    0.000    0.000    0.000    0.000 core_schema.py:2280(no_info_wrap_validator_function)
        6    0.000    0.000    0.000    0.000 core_schema.py:2188(with_info_after_validator_function)
       94    0.000    0.000    0.000    0.000 fake_impls.py:147(register_op_impl)
        1    0.000    0.000    0.000    0.000 eval_frame.py:140(Unset)
        1    0.000    0.000    0.000    0.000 predispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 es.py:135(EsSigner)
        1    0.000    0.000    0.000    0.000 trigonometric.py:243(sin)
       24    0.000    0.000    0.000    0.000 calculus.py:4(defun)
       25    0.000    0.000    0.000    0.000 wandb_settings.py:956(validate_skip_transaction_log)
        1    0.000    0.000    0.000    0.000 autograd_function.py:621(CtxCustomSave)
        1    0.000    0.000    0.000    0.000 library.py:599(impl)
        1    0.000    0.000    0.000    0.000 art3d.py:740(Path3DCollection)
        1    0.000    0.000    0.000    0.000 base.py:332(close)
       97    0.000    0.000    0.000    0.000 {method 'isdisjoint' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _mathtext.py:743(StixFonts)
        1    0.000    0.000    0.000    0.000 metadata.py:15(TensorProperties)
        1    0.000    0.000    0.000    0.000 pgo.py:217(AutoDynamic)
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 local_schema.py:1(<module>)
        1    0.000    0.000    0.000    0.000 web_search_preview_tool.py:11(UserLocation)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1737(acoth)
        3    0.000    0.000    0.000    0.000 utils.py:508(__or__)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(numeric_type_aliases)
      153    0.000    0.000    0.000    0.000 fields.py:119(name)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1970(decorator)
        3    0.000    0.000    0.000    0.000 _internal.py:137(get_log_qnames)
        1    0.000    0.000    0.000    0.000 tarfile.py:866(TarInfo)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:1206(asinh)
       18    0.000    0.000    0.000    0.000 pickletools.py:961(__init__)
        1    0.000    0.000    0.000    0.000 _tempfile.py:220(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _cxx_pytree.py:1(<module>)
